stdno,allowedunits,currentunitsenlisted
2013-57117,18,18
2012-13487,20,20
2014-62858,18,18
2014-26832,18,18
2013-98528,0,0
2014-09128,20,20
2009-46618,20,19
2014-50039,18,18
2010-04536,16,0
2012-08904,20,20
1991-36305,0,0
2014-09512,20,20
2012-30312,20,18
2011-36456,20,18
2012-53709,19,19
2012-97800,21,21
2005-76340,0,0
2014-36638,18,18
2013-08208,21,9
2010-01600,18,18
1993-32631,0,0
2013-23272,19,18
2011-22452,18,0
2012-98181,23,22
1998-46332,0,0
2007-62878,19,4
2013-50069,21,21
2012-30353,20,20
2013-55022,18,17
2013-58096,20,19
2010-03585,18,12
2011-62244,16,0
2010-52789,21,21
2013-38976,17,17
2010-42125,18,18
2012-55490,15,6
2011-47260,19,6
2014-00129,18,16
2011-47306,18,0
2010-13550,16,0
2013-24664,21,21
2001-73827,0,0
2014-77772,19,19
2011-15350,19,7
2013-98510,0,0
2012-38615,18,15
2014-71940,20,20
2013-06916,18,18
2004-95369,0,0
2004-44716,0,0
2004-62374,0,0
1998-38174,0,0
2010-41958,17,0
2011-27282,18,15
2011-64634,19,0
2011-45829,16,0
2014-09287,19,19
2014-60209,19,19
2013-26858,20,17
2006-00897,20,8
2011-25026,20,9
2011-31255,17,3
2013-16583,23,22
2013-15666,23,23
2013-72431,19,17
2010-29661,21,17
2011-09015,19,10
2014-20666,21,21
2013-68054,20,19
2009-61120,15,0
2012-26493,18,18
2014-09236,18,18
2014-15663,20,20
2014-50782,19,19
2011-48658,18,15
2011-62104,20,8
2014-99151,0,0
2007-65732,21,9
2006-95733,0,0
2013-53755,21,21
2011-35509,18,6
2010-30059,17,0
2012-53234,19,18
2012-43877,17,15
2013-98290,18,12
2012-59983,17,8
2009-05810,19,0
2000-47309,0,0
2003-56765,17,3
2013-43488,21,15
2012-38384,18,12
2003-48175,0,0
2012-98062,0,0
2010-57345,17,6
2014-99076,0,0
2012-38385,17,15
2010-48587,16,3
2013-09267,19,0
2011-00541,17,15
2009-19802,18,4
2012-49724,19,18
2013-43768,21,21
2013-08031,18,15
2011-09262,18,3
2014-76891,19,17
2013-34670,18,15
2012-20624,21,16
2013-98537,0,0
2008-31707,19,3
2013-05278,18,12
2012-00885,18,6
2013-22972,18,15
2013-52412,21,21
2014-23167,18,18
2009-30461,18,9
2014-74093,18,18
2014-71813,17,17
2008-38476,12,4
2013-06536,18,18
2011-97462,18,20
2008-01306,19,10
2013-72450,17,17
2011-25427,12,7
2012-37797,18,13
2014-99071,0,0
2012-15676,19,17
2012-19049,19,19
2013-09755,18,18
2012-19643,18,18
2010-97181,0,0
2010-34031,16,3
2012-33139,18,16
2009-07858,18,9
2014-98962,0,0
1987-39471,0,0
2009-96704,19,17
2012-38629,21,0
2007-16971,18,6
2011-35914,20,13
1999-27556,0,0
2013-98291,18,18
2010-43472,21,20
2013-07834,21,20
2014-48596,18,18
2009-96810,0,0
2014-24541,20,20
2014-09371,18,18
2002-69441,0,0
2013-33406,20,20
2014-05993,19,19
2013-35560,18,5
2005-44383,0,0
2012-40243,15,15
2014-42340,18,18
2012-98014,0,0
2014-72715,20,19
2010-11408,21,15
2013-07820,20,20
2011-46337,21,0
2014-20263,20,20
2012-97801,15,6
2014-19253,18,18
2010-65269,19,0
2011-51059,19,9
2013-67109,21,21
2013-39690,17,17
2014-08830,19,19
2012-17741,18,18
2013-98292,21,21
2013-12205,18,18
2014-62921,18,18
2014-31213,18,18
2012-68749,19,15
2009-19497,18,0
2013-98293,17,15
2010-96898,21,21
2012-97898,21,18
1999-95186,0,0
2014-08776,20,20
2014-71814,18,18
2008-32813,18,0
2014-32152,20,20
2014-77622,17,17
2010-39087,15,13
2013-09078,18,15
2014-40122,19,19
2014-53598,21,21
2013-98294,18,18
2014-21212,21,20
2014-72462,20,20
2004-18975,0,0
2008-68994,0,0
2013-28711,21,21
2013-09978,21,21
2012-97991,0,0
2007-47542,17,3
2014-80589,18,18
2010-42748,21,11
2014-05743,18,18
2014-40040,18,18
2012-18495,20,20
2013-65077,21,21
2014-49014,17,15
2011-08763,18,9
2014-99113,0,0
2012-10172,20,20
2012-71602,18,18
2009-60767,0,0
2011-26730,19,0
2013-74093,18,18
2010-19884,22,20
2012-01158,19,12
2009-19479,18,6
2014-08988,19,19
2011-21002,16,0
2013-54549,18,18
2012-40751,12,10
2014-01273,21,20
2014-57382,19,18
2012-42446,21,12
2010-51902,0,0
2013-68136,20,18
2012-21307,21,21
2010-22030,18,3
2013-98459,0,0
2012-71742,20,20
2013-32409,20,18
2014-71700,18,18
2013-48117,23,23
2011-53056,16,9
2013-08162,21,21
2014-70147,19,18
2013-98203,18,10
2014-71780,19,17
2013-25633,20,11
2014-56931,17,17
2011-45393,21,19
2013-28175,21,21
2013-08534,19,18
2005-50429,20,9
2013-52517,21,18
2014-02452,18,15
2011-23816,19,18
2009-34092,19,11
2011-34482,12,12
2013-12720,12,12
2012-15938,21,20
2012-16492,23,13
2013-36832,18,18
2012-25823,18,11
2004-40160,0,0
2009-03346,21,17
2011-22315,18,16
2014-08943,18,18
2012-32916,23,18
2012-58160,21,21
2009-30768,19,0
2012-11428,18,12
2014-79853,19,19
2010-30824,18,3
2013-98542,0,0
2013-18371,23,23
2014-30474,17,17
2010-41746,17,0
2013-98519,0,0
2013-11100,18,18
2008-63955,19,0
2006-48146,0,0
2012-55128,21,21
2012-97899,20,17
2014-09537,18,18
2013-09756,18,15
1999-47452,0,0
2014-62997,19,18
2012-28129,19,16
2011-45406,20,8
2014-07940,18,16
2009-47540,18,3
2012-20584,21,16
2010-10049,19,4
2013-12868,18,18
1997-35500,0,0
2012-40760,20,19
2011-53333,19,13
2011-97399,0,0
2012-18763,23,13
2009-18471,21,13
2014-65244,17,17
2013-68137,18,18
2011-17984,21,19
2014-07417,21,21
2009-05149,16,0
2002-54003,0,0
2014-71624,21,21
2004-67907,0,0
2009-37798,0,0
2007-67761,0,0
2012-02668,19,19
2012-97864,0,0
2014-98842,15,13
2013-98451,0,0
2009-59028,18,12
2007-37552,0,0
2007-59615,21,12
2003-56407,0,0
2010-43577,19,8
2014-08371,18,18
2013-48616,21,21
2013-68171,15,15
2014-06687,18,18
2009-96753,0,0
2005-57374,0,0
2010-45321,19,12
1995-51331,0,0
2013-08690,21,18
1992-43742,0,0
2010-01843,18,6
2012-02669,18,13
2013-56973,18,17
2013-02314,17,15
2010-06096,0,0
2013-01453,18,18
2013-50553,18,15
2012-15382,21,15
2009-16303,17,15
2014-03933,19,19
2012-37631,18,18
2008-37388,19,1
2012-35042,19,18
2011-33255,18,6
2012-11626,18,18
2013-48037,21,18
2014-45854,18,18
2012-30751,18,11
2013-21546,18,18
2010-41766,12,6
2008-96328,19,3
2014-98843,15,14
2002-25087,0,0
2010-58384,21,21
2012-48941,21,15
2012-14959,18,12
2006-05179,0,0
2012-11169,19,17
2011-22355,19,15
2010-20849,19,9
2014-09931,21,20
2009-96694,0,0
2014-04496,20,18
2013-48235,18,18
2013-07199,19,0
2013-06917,21,21
2011-06187,21,3
2010-02739,17,15
2013-39686,20,20
2014-28210,18,18
2012-35545,20,20
2013-26906,18,17
2014-83404,19,19
2012-19372,18,18
2011-29301,19,12
2013-74156,21,21
2008-00196,0,0
2011-62462,18,15
2009-03700,15,3
2014-35056,19,19
2012-59818,21,17
2006-35588,0,0
2014-62407,19,17
2008-03362,21,0
2012-37919,21,19
2014-08921,21,20
2011-46662,19,17
2014-72463,20,20
2014-99165,18,16
2012-47737,19,18
2009-34846,12,8
2013-06994,18,15
2014-09396,19,18
2013-11094,18,12
2012-37818,18,9
2014-60950,20,17
2011-03482,21,10
2013-08514,18,15
2014-41659,20,20
2014-98703,12,10
2013-51767,20,20
2013-50226,21,18
2011-34041,18,6
2014-72738,18,18
2010-28453,15,4
2012-55130,19,17
2012-44074,18,9
2012-28979,19,12
2014-98844,15,14
2013-09348,18,18
2010-28938,19,0
2010-10907,19,3
2005-45636,0,0
2012-56489,17,15
2012-37479,18,18
2013-98295,18,18
2014-05817,17,17
2012-98150,18,15
2012-07470,21,20
2013-60071,21,21
2011-21389,20,11
2012-34913,19,19
2011-64846,21,0
2013-16040,18,18
2010-51803,18,12
2013-09098,21,21
2005-95380,0,0
2012-76432,20,19
2013-27808,18,15
2014-08284,19,19
2012-19559,19,16
2014-28525,20,19
2006-59823,16,0
2012-07410,19,16
2013-98297,18,15
2014-27257,18,18
2014-64390,19,18
2004-14275,0,0
2014-28355,20,20
2014-09368,18,18
2009-25169,19,0
2012-45498,18,13
2012-37241,20,20
2014-71430,21,19
2013-61890,21,21
2011-67879,15,15
2012-02595,19,19
2013-51061,18,18
2009-01169,21,6
2010-34782,21,14
2012-54227,18,13
2006-40913,19,3
2012-15384,21,15
2012-97874,0,0
2012-00629,23,12
2009-19792,0,0
2014-98845,16,16
2014-27601,21,21
2012-16901,18,18
2012-19484,18,3
2012-17637,21,18
2008-61688,0,0
2013-02869,17,17
2011-37242,12,5
2013-61908,19,17
2013-68120,18,18
2014-72642,20,19
2009-17252,20,8
2010-56874,16,3
2014-08049,18,18
2012-37737,21,20
2009-17156,19,0
2013-46403,18,18
2011-22181,20,11
1987-39712,0,0
2011-97482,18,18
2012-19044,12,12
2011-62422,16,0
2014-98946,0,0
2013-71177,21,18
2006-26294,19,0
2006-95831,19,3
2011-20607,16,6
2009-26281,17,6
2014-03433,17,17
2012-40256,20,16
2011-97653,18,12
2014-99150,0,0
2009-45992,21,4
2013-98626,20,20
2012-98074,0,0
1992-46163,0,0
2009-29268,0,0
2005-51245,19,0
2014-26749,18,18
2012-10411,19,19
2010-00241,22,19
2014-98797,20,20
2010-42972,21,18
2012-17186,21,7
2013-03637,18,18
2001-43746,0,0
2011-58334,19,8
2010-18263,18,6
2013-98512,0,0
2007-64749,0,0
2012-06436,18,7
2014-22046,17,17
2009-24636,16,10
2012-18438,18,13
2014-28349,19,19
2010-05967,19,15
2012-35931,19,17
2013-26909,18,18
2014-98788,19,19
2012-56001,18,15
2014-28356,19,19
2011-29529,19,12
2014-02626,19,19
2011-04636,18,18
2011-65921,20,19
2011-65219,19,3
2013-74769,18,15
2013-10319,21,19
2014-74691,18,17
2013-00289,21,21
2013-43829,20,20
2006-14843,10,3
2011-58080,16,0
2008-69108,15,12
2011-04251,21,21
2012-67484,19,19
2010-96900,21,21
2012-70817,20,17
2012-16654,21,16
2011-37794,21,12
2012-98034,0,0
2007-50395,0,0
2014-25040,18,18
2011-01668,17,15
2014-23022,18,18
2013-98298,21,19
2012-60729,17,12
2010-43478,21,12
2007-17681,0,0
2014-64391,19,18
1995-42220,0,0
2013-41024,19,17
2013-37030,12,12
2011-48430,19,11
2014-31245,20,20
2012-46252,18,12
2013-09961,18,18
2013-49290,20,20
2012-49469,19,17
2012-56452,18,16
2014-98968,0,0
2012-25860,21,12
2014-22420,17,17
2012-38469,21,18
2012-06360,18,13
2014-99105,0,0
2013-05394,20,18
2011-09223,15,15
2013-98299,18,18
2010-44788,18,0
1994-47116,0,0
2011-21875,21,15
2013-29170,21,21
2012-00119,19,17
2014-59487,18,17
2014-43225,18,18
2014-25593,17,17
2012-98048,0,0
2004-38864,0,0
2013-09757,18,15
2012-20202,18,16
2012-66367,18,15
2011-62931,19,0
2002-49067,0,0
2011-05942,18,8
2004-24168,0,0
2012-26808,18,18
2012-17964,21,0
2006-06981,0,0
2006-39690,21,14
2012-29797,17,15
2012-62187,18,15
2014-70872,17,17
2012-47898,21,21
2010-10758,17,0
2012-66478,20,14
2013-03504,18,18
2010-06807,19,13
2012-37819,19,17
2008-32712,0,0
2011-18509,19,0
2011-29463,15,13
2011-65114,16,0
2013-98649,0,0
2014-48939,19,19
2010-19887,16,12
2009-03902,15,3
2010-97180,0,0
2014-99062,0,0
2014-99075,0,0
2013-40241,18,15
2008-56180,15,6
2014-48593,19,19
1999-26382,0,0
2014-08998,19,19
2007-26667,16,0
2010-67027,15,9
2008-53901,0,0
2000-67476,0,0
1990-43751,0,0
2008-09815,16,0
2014-85047,12,12
2010-67519,18,9
2014-21294,18,15
2012-00202,18,15
2003-32670,0,0
1995-93643,0,0
2014-25856,21,20
2011-00177,15,15
2012-25167,18,6
2014-43410,18,18
2012-52621,19,18
2012-14754,12,12
2010-64483,19,6
2014-24892,20,20
2005-47140,0,0
2006-26829,19,18
2004-45888,17,0
2012-31032,18,6
2005-03674,16,2
2013-55550,19,19
2011-51061,19,3
2006-95837,18,6
2011-01776,12,11
2010-49593,18,6
2010-43276,20,20
2014-72080,19,18
2013-45524,21,21
2012-52267,15,6
2012-65496,21,20
2003-67570,0,0
2014-98922,18,0
2011-06663,20,20
2014-09823,18,18
2014-56209,19,19
2007-35487,0,0
2013-03599,21,21
2009-19784,21,20
2009-61338,19,0
2010-19941,19,0
2011-22060,19,12
2010-56771,19,0
2009-96873,16,3
2010-04469,18,0
2012-00522,15,3
2006-05105,16,0
2013-64999,18,18
1997-20848,0,0
2014-99202,0,0
2013-29732,21,21
2012-97981,0,0
2012-13911,15,3
2013-22234,18,15
2014-32737,20,20
2014-33540,19,19
2014-71925,18,16
2012-98187,0,0
2010-03588,19,0
2012-19274,18,12
2014-83960,19,19
2010-39099,21,21
2013-68487,18,15
2008-48968,19,0
2011-37833,19,9
2014-99039,0,0
2013-05396,17,17
2013-09834,19,0
2012-98189,0,0
2014-63165,19,19
2012-14299,21,18
2014-22130,20,20
2014-06605,17,17
2014-72413,21,21
2014-35387,18,18
2013-11349,17,17
2000-16136,0,0
2014-01544,19,19
2011-31147,18,12
2010-20434,16,0
2011-21469,19,18
2014-09276,20,20
2012-35009,20,11
2012-55782,21,4
2014-09616,17,14
2011-37969,16,0
2011-43002,17,9
2014-39826,19,19
2014-71207,20,20
2014-29469,18,18
1979-14339,0,0
2011-97358,18,18
2013-09748,21,21
2012-19117,19,19
2014-09433,18,18
2012-17912,18,9
2011-62407,18,8
2011-21769,19,7
2010-42663,19,1
2013-55506,19,18
2011-97514,19,7
2014-72681,19,19
2012-31215,20,17
2012-41464,19,11
2011-28852,20,15
2013-71178,21,21
2011-43316,15,0
2005-51686,0,0
2012-97902,19,12
2012-75809,21,20
2014-71865,18,18
2006-70629,19,3
2011-46367,21,21
2012-65295,21,15
2012-97903,12,12
2012-18671,18,15
2014-44196,17,16
2012-42193,20,18
2011-23729,18,9
2012-18150,21,6
2012-26592,21,20
2007-16322,21,14
2002-72211,0,0
2014-81812,21,21
2013-18464,18,18
2010-10672,20,20
2011-62565,20,12
2014-19250,20,19
2011-97490,18,10
2013-54564,20,18
2010-36529,12,11
2013-56438,21,19
2013-98454,0,0
2013-06537,18,18
2009-60433,15,0
2014-76939,19,19
2010-60010,18,1
2005-51099,0,0
2014-72643,18,18
2014-22070,18,18
2014-13779,18,18
1993-21730,0,0
2009-49229,19,18
2014-72494,21,19
2008-49183,0,0
2014-02342,18,18
2010-24697,17,15
2011-62855,18,6
2012-38023,19,17
2014-25321,18,18
2013-70853,18,18
2013-68209,18,18
2013-26871,19,17
2005-45293,0,0
2011-54422,20,12
2008-05830,18,3
2007-68978,0,0
2014-48189,18,18
2006-51762,0,0
2013-27084,21,21
2011-34847,21,15
2014-41058,19,19
2013-11008,18,12
2011-47780,19,16
2014-10179,19,19
2012-37487,21,21
2000-49901,0,0
2014-04675,17,17
2014-99015,0,0
2012-65559,21,19
2014-05825,19,18
2011-97607,0,0
2013-63083,18,18
2008-41412,21,21
2010-23987,15,0
2014-41282,17,17
2009-17222,19,0
2013-08114,18,18
2011-64232,24,23
2010-97161,0,0
2012-37337,18,15
2013-22858,21,21
2011-28479,17,0
2014-67637,19,19
2014-60869,18,18
2010-52686,21,16
2012-57177,18,13
2011-51742,15,7
2013-51752,20,20
2002-69515,0,0
2014-43749,19,19
2009-57027,15,13
2013-71179,21,21
2011-63049,18,18
2004-38953,0,0
2012-97905,18,6
2012-30845,20,20
2012-48767,17,14
2009-28524,12,9
2012-11534,21,12
2011-62113,18,0
2012-52497,19,18
2013-74825,21,21
2012-18584,12,11
2012-97872,0,0
2011-41005,16,7
2012-19675,18,18
2012-50439,18,18
2010-42255,19,15
2010-58431,16,3
2009-61102,19,0
2014-23176,18,18
2014-98718,19,19
2009-19488,21,11
2014-39318,18,16
1997-94144,0,0
2013-27976,19,18
2010-19994,18,0
2014-09522,19,19
2011-03724,15,15
2005-46642,0,0
2008-37359,16,14
2006-35624,19,6
2013-02378,23,22
2006-38432,19,6
2012-42526,19,19
2011-09091,19,7
2005-51598,20,11
2012-22957,19,17
2013-46908,18,18
2014-24215,20,20
2012-37890,18,16
2011-48777,19,16
2014-22610,19,19
2009-34602,15,13
2011-97428,0,0
1995-91468,0,0
2014-40449,19,18
2013-98204,16,9
2013-29115,18,18
2011-52618,21,0
2014-69704,17,11
2014-00342,18,18
2002-96367,0,0
2011-48360,20,20
2012-65722,18,13
2014-69388,20,20
2014-69389,17,17
2012-10666,18,6
2005-47638,0,0
1995-93742,0,0
2014-44618,20,20
2014-31346,19,19
2010-44826,20,15
2010-36415,21,18
2013-29951,18,18
2010-96903,18,18
2014-24109,20,20
2010-21473,20,20
2014-27738,18,18
2014-98738,18,18
2013-45982,20,18
2012-18339,18,16
2011-62591,18,18
2010-41703,12,10
2012-35918,18,18
2008-96479,18,0
2013-46754,18,18
2007-19617,19,17
2013-08501,19,18
2008-37354,0,0
2007-65878,0,0
2014-57144,21,21
2010-18453,15,12
2012-06568,20,19
1979-27517,0,0
2014-70671,19,17
2013-17836,19,17
2014-42341,18,18
2014-53937,18,18
2013-68133,20,20
2013-55552,18,18
2013-09277,21,21
2011-21482,20,18
2014-98736,18,18
2010-58422,20,11
2012-18486,21,21
2014-71817,18,18
2013-06126,23,23
2013-05401,18,18
2013-03590,18,18
2013-68152,20,21
1994-48003,0,0
2014-71316,18,18
2014-10147,18,18
2014-62406,20,20
2014-62405,19,19
2012-17378,15,14
2012-98173,0,0
2014-09245,18,18
2010-96904,21,13
2012-16906,21,19
2014-77867,19,17
2011-48316,19,3
2010-61294,16,0
2014-72011,20,20
2004-95317,0,0
2011-97523,15,3
2014-63259,18,18
2007-63001,19,0
2012-57425,19,17
2014-48193,17,17
1994-40668,0,0
2013-48346,18,18
2014-19174,17,17
2013-98205,16,16
2014-05501,20,20
2014-16690,18,18
2009-56725,19,0
2010-36665,19,18
2013-23032,19,17
2012-23240,21,19
2012-13977,20,20
2010-33368,17,0
2012-18548,18,18
2014-47227,18,18
2014-09520,19,19
2010-68480,19,5
2012-97906,18,18
2007-51825,17,6
2013-08997,18,18
2013-38975,19,21
2013-41378,18,18
2013-26669,18,15
2009-63572,20,9
2011-44444,18,12
2010-19890,20,18
2013-71356,21,18
1992-78047,0,0
2007-65541,19,0
2006-02243,21,10
2011-38722,20,8
2014-33265,19,19
2014-19225,18,16
2013-06436,21,19
2013-57140,20,18
2006-59183,0,0
2013-27640,15,15
2010-97050,19,0
2008-53546,16,0
2013-68057,17,16
2013-09836,18,18
2008-50597,17,0
2014-60041,19,18
2011-22166,20,0
2009-62468,13,3
2011-65160,23,15
2014-41033,18,18
2012-69496,20,20
2012-51830,20,20
2013-66920,18,18
2010-51901,16,0
2003-49891,0,0
2012-03187,21,18
2012-66256,18,9
2012-32917,20,18
2007-42580,19,0
2014-10329,21,21
2014-60208,19,18
2014-64940,18,18
2011-97548,0,0
1995-63483,0,0
2012-37924,19,9
2013-74159,18,15
2013-09641,18,15
2011-17950,21,13
2014-72683,17,17
2011-62209,15,3
2013-08640,21,19
2010-42395,16,9
2012-13819,20,20
2014-16705,19,19
2010-18071,20,12
2013-18611,21,19
2014-98847,16,13
2011-53194,20,17
2014-64097,22,19
2012-69918,18,13
2013-30732,21,21
2010-08534,15,0
2013-10261,18,18
2014-26912,18,18
2013-68210,18,18
2012-37035,21,12
2010-42120,15,15
2009-17589,15,10
2013-21556,18,15
2010-43122,17,0
2010-42853,16,7
2012-28092,19,17
2014-77364,19,19
2014-46023,18,16
1997-40253,0,0
2014-77365,18,18
2012-20693,21,9
2013-28463,18,18
2012-34481,20,20
2012-54255,20,19
2013-32784,21,21
2014-50808,18,18
2014-72644,19,18
2003-31362,20,20
2010-42653,21,11
1999-63060,0,0
2014-04186,18,18
2011-24487,19,7
2009-50481,0,0
2013-66314,18,18
2013-08232,18,0
2011-22167,19,18
2013-04614,20,18
2011-17093,18,6
2012-01303,18,18
2004-28469,0,0
2013-18379,18,18
2013-04963,18,12
2011-45827,20,6
2009-37872,13,0
2012-37798,18,15
2013-98206,18,18
2011-32936,18,9
2008-38479,21,10
2012-51055,20,20
2006-35558,19,0
2000-49286,0,0
2013-38969,18,0
2011-97416,0,0
2013-60511,20,20
2013-15767,17,17
2013-06557,18,17
2013-08451,18,17
2014-72684,19,18
2008-07276,15,3
2006-95710,19,6
2013-08033,18,18
2014-48643,21,21
2014-48196,17,17
2013-40608,18,18
2013-98300,17,17
2013-98301,18,0
2014-71385,19,19
2009-61170,19,0
2014-70558,18,18
2014-15503,18,18
2014-82430,18,18
2006-35287,16,9
2012-47786,21,19
2006-01699,0,0
2014-99142,0,0
2004-40140,0,0
2014-43523,19,19
2011-17196,18,9
2010-35044,19,0
2002-32005,21,14
2012-69838,18,15
2014-27386,19,19
1999-25012,0,0
2014-34740,18,18
2012-48616,18,15
2014-35226,18,18
2014-33576,21,21
2012-34723,21,21
2010-62952,21,12
2008-08689,16,3
2014-21630,20,20
2014-08972,18,18
2011-62314,18,13
2012-25173,18,15
2014-48592,21,20
2014-62542,17,16
2012-04517,21,19
2013-08992,18,18
2013-27111,18,15
2013-27478,18,18
2012-37678,18,16
2012-68095,18,18
2013-00216,18,18
2013-06971,17,17
2012-97907,18,18
2008-27613,0,0
2013-05962,19,17
2012-37927,19,17
2014-98810,20,18
2012-97908,18,13
2012-10440,18,6
2010-97144,0,0
2013-43351,18,0
2013-71357,21,21
2014-99176,18,18
2012-17230,18,9
2013-09833,21,21
2014-29942,19,17
2012-17746,18,15
2014-09524,18,17
2014-62834,19,17
2012-53241,19,18
2012-20179,21,20
2007-82204,0,0
2014-98757,18,17
2014-98789,19,19
2014-50658,18,18
2012-35143,19,15
2013-45447,19,18
2013-09722,21,21
2011-50492,20,15
2011-21887,18,3
2010-57082,19,0
2011-29316,20,20
2014-99238,0,0
2011-48824,19,3
2009-50952,0,0
2014-26481,12,11
1978-21264,0,0
2004-39756,0,0
2011-50174,15,15
2012-38208,23,9
2012-37738,21,21
2011-22855,18,0
2012-20948,20,17
2014-50156,20,20
2012-53391,21,20
2009-54774,0,0
2012-60117,21,15
2001-57822,0,0
2012-11894,21,21
1984-93027,0,0
2014-56938,18,18
2010-18998,21,21
2006-37498,0,0
2014-71707,20,20
2011-43189,21,19
2010-64792,15,15
2013-56013,18,18
2013-09940,21,19
2013-17792,18,18
2012-18218,20,12
2010-23727,21,18
2012-97909,18,6
2013-08034,19,18
2012-17191,21,18
2012-19100,19,19
2006-08863,19,6
2012-37405,19,18
2012-19684,21,21
2013-06896,18,18
2013-19492,15,12
2010-39259,21,21
2012-62285,19,16
2011-48323,21,21
2013-55779,21,19
2011-38480,19,4
2012-33045,21,21
2014-78631,21,18
2009-26721,21,8
2014-27509,19,19
2010-44845,21,12
2012-34483,18,18
2012-42525,20,18
2012-09806,21,18
2014-07849,20,20
2008-81276,0,0
2011-63050,18,0
2011-97524,18,0
2013-33833,18,18
2014-09234,18,18
1986-33267,0,0
2014-23025,18,18
2010-56923,15,0
2013-00602,15,14
2014-10378,18,18
2011-28485,19,18
2014-80415,19,19
2009-17975,17,12
2012-97857,0,0
2005-32928,0,0
2014-54911,21,21
2011-60019,20,18
2013-60776,21,21
2012-29141,21,13
2012-02381,15,9
2013-09198,21,21
2014-71904,21,21
2013-08998,18,15
2010-19894,19,0
2012-37382,15,15
2014-00660,17,17
2013-37117,20,20
2013-23569,18,18
2008-37534,21,6
2013-28713,18,18
2012-57141,15,15
2013-39739,18,18
2009-96698,21,12
2012-46290,18,12
2012-42852,21,18
2011-62618,18,0
2012-49023,21,0
2014-19871,19,19
2011-30229,16,3
2014-41012,20,20
2014-26041,18,18
2010-43303,21,19
2013-08181,21,21
2006-61436,12,12
2013-98443,0,0
2014-43917,20,19
2011-43812,21,12
2013-37640,21,21
2011-46454,19,15
2009-18218,0,0
2012-98040,18,13
2011-97498,19,0
2013-52454,20,18
2013-61083,21,19
2009-61099,0,0
2014-72645,18,18
2010-43784,16,6
2013-06127,21,21
2014-08142,17,17
2014-55714,18,18
2012-72018,18,18
2014-10776,19,19
2014-82171,19,19
2008-31731,17,0
2014-71936,19,19
2013-29773,18,15
2007-16378,0,0
2009-81425,0,0
2012-08014,12,6
2013-27076,18,15
2014-14771,18,16
2013-06262,21,19
2011-04643,21,21
2010-60033,21,15
2013-02471,18,18
2011-20338,19,16
2014-09617,18,18
2013-57853,18,18
2014-65683,19,19
2013-15671,18,15
2010-28795,19,11
2014-15627,17,17
2014-50236,18,18
2014-26042,20,20
2012-52623,19,19
2013-37912,20,17
2008-28582,18,12
2000-63799,0,0
2012-54950,15,15
2011-53766,18,0
2010-14775,18,15
2004-41256,0,0
2013-25780,18,18
2013-02604,19,17
2014-12544,17,17
2014-67378,17,17
2013-09758,18,18
2008-08949,15,9
2010-19895,19,0
2013-06882,20,20
2012-17426,17,12
1997-94214,0,0
2011-65234,18,9
2007-48864,18,11
2011-42608,20,14
2014-12660,18,18
2013-21661,18,18
2013-98421,18,12
2011-40826,18,9
2013-12647,18,18
2003-40652,0,0
2010-50035,21,14
2011-50194,21,21
2012-18042,18,18
2010-44846,17,0
2014-80541,21,20
2013-08235,20,20
2011-25811,18,6
2010-96979,0,0
2013-35600,18,18
2011-62112,19,9
2007-19881,0,0
2014-98848,16,16
2009-96557,18,18
2014-71257,17,17
2011-02944,16,0
2010-42119,21,6
2014-70553,18,18
2012-17639,21,18
2008-37353,16,3
2014-50895,18,18
2014-08047,20,20
2009-60830,19,3
2014-13257,19,19
2013-12162,18,18
2012-33629,12,6
2014-71399,21,21
2011-08701,21,6
2012-40545,18,12
2011-47759,18,13
2013-98518,0,0
2012-19821,20,20
2010-41466,21,18
2011-13069,21,21
2014-09924,20,20
2011-08968,16,0
2014-72502,21,21
2014-73821,19,19
2014-05402,18,18
2014-48808,18,18
2010-41403,15,15
2010-08647,19,5
2006-51772,0,0
2009-56424,19,3
2011-18515,16,0
