stdno,allowedunits,currentunitsenlisted
3955-66591,18,18
3154-46068,21,18
1426-92983,18,15
3352-17373,18,18
2349-18789,21,16
6333-65053,21,16
6525-02068,21,12
7350-53606,18,18
0001-39462,23,23
3839-05323,17,17
3198-29288,18,18
7668-85432,18,18
5200-16946,23,13
0182-68827,21,21
4304-43992,18,12
2802-81224,18,18
4975-96787,20,20
2686-19680,17,12
3955-21264,18,15
7750-30727,20,3
2332-69309,21,13
1063-90997,18,15
5452-86854,23,13
9328-23678,23,13
8570-99764,18,18
8600-65566,18,18
7708-84265,18,18
7627-38622,21,21
0650-48639,20,18
7315-14203,20,20
3628-28141,21,21
0507-52573,17,15
2519-22400,20,9
0871-86188,18,18
9096-55927,21,20
3300-81012,21,12
0856-84012,20,3
3219-72087,20,6
5936-35573,18,18
4411-30715,20,20
7549-00113,17,9
8995-53313,20,14
3684-79789,20,19
4864-81669,19,19
0121-32586,20,20
8394-78504,19,15
2642-12665,20,20
0624-46526,20,14
1556-75859,18,15
8288-89354,19,15
2062-53079,17,12
6556-95532,18,18
3989-28915,20,20
5270-29790,19,14
4710-33682,20,9
3732-27576,19,19
6555-64349,17,15
8952-24751,21,22
5644-55600,20,14
9939-37340,21,15
5964-33100,19,19
9142-07788,17,17
4441-32849,21,21
3821-19279,18,18
0223-78724,20,20
3033-84982,21,3
8161-67094,20,20
5864-96577,20,8
1651-51189,18,9
3407-17960,20,20
3956-95512,18,18
6186-04077,21,21
7898-72361,20,20
8541-56312,18,18
2186-96500,17,12
8126-31733,20,17
0247-99844,20,20
9293-33275,20,20
5056-16688,17,15
2581-52622,22,17
1080-50862,18,18
9451-32401,18,18
8967-87884,18,9
6192-13990,21,12
8903-56956,18,18
0965-15203,18,14
0412-93265,21,18
1100-92743,18,12
4607-80297,20,12
9280-87133,20,20
6226-15464,18,18
1252-83011,18,18
3935-19423,20,15
9517-28190,21,21
6553-75441,21,15
5571-74772,21,6
5858-47828,18,18
1983-58810,20,15
3434-08723,21,12
7289-47699,20,12
8723-96144,17,14
8424-09485,19,11
4413-24776,21,21
5352-93273,21,6
9451-44292,18,17
5349-82017,19,14
7280-96300,17,12
9162-32707,21,15
2785-43498,18,19
0392-33242,20,19
2164-13125,19,20
5752-43720,21,18
0740-10947,18,18
9226-43594,21,10
5274-15779,21,21
7357-92112,18,15
7981-30593,18,18
2558-18350,23,13
6043-11020,23,16
4951-24311,18,17
6841-36085,18,18
6165-66474,21,12
2909-71101,18,15
8402-25909,20,12
9673-13126,18,6
9690-68585,23,17
8775-03001,18,18
1326-50998,17,8
0157-78850,19,20
0740-53927,17,12
6534-62577,21,21
8429-78765,21,6
9275-08647,20,20
4561-83265,21,21
9763-11769,19,15
9144-24839,18,9
8590-15055,18,18
0182-00910,21,18
9997-78695,18,18
0920-99805,18,18
2659-56623,21,18
1028-70164,21,12
0045-10189,18,19
8363-45452,18,18
7733-77003,21,21
1662-07942,23,16
4319-66641,18,18
5855-87838,18,15
1803-43189,18,15
5504-80170,23,20
8308-37503,20,12
0692-74573,18,17
4356-06596,18,17
7577-69761,21,21
2787-44837,18,18
1242-50961,20,12
8016-58926,21,21
3387-44298,20,8
5892-01411,21,18
0925-05175,18,18
7390-18759,17,6
2412-74501,23,22
1936-09238,21,21
0811-65885,21,16
4670-28566,18,18
2971-38448,18,18
8255-75830,19,9
4696-64460,18,18
0831-64116,21,21
4164-22893,18,18
7051-29925,18,18
2705-37049,21,3
8943-72939,18,6
9935-73895,21,12
7809-97842,18,15
7014-89204,18,18
8871-58667,18,17
9944-29691,20,20
0065-39690,20,9
5507-24416,18,17
0921-63503,18,12
6659-03299,18,17
3310-10482,21,12
4375-75198,18,15
9011-89364,18,12
1583-95201,18,18
5832-40109,18,18
4748-07763,21,21
0161-04443,18,18
4971-30633,19,18
1559-13653,18,18
5109-07826,18,19
5556-44179,19,18
3822-41438,18,18
3392-10617,21,22
1215-27145,18,18
1145-82806,20,15
1471-02511,21,18
2356-09890,18,19
4919-68818,18,17
3019-95502,18,18
9807-58719,17,18
4988-98629,21,9
2788-40685,18,18
8646-22687,18,15
1357-19918,18,17
5417-60758,20,18
6719-02396,23,16
0204-37816,19,18
5066-74661,19,12
9204-94183,18,18
0929-45804,17,15
1551-36466,18,15
3394-57331,18,18
0614-16025,21,15
8731-18421,18,18
8116-86272,18,3
2541-12179,20,14
7492-45812,20,18
5677-40709,18,12
9643-63782,18,12
8203-70534,18,12
8474-76380,18,18
8793-50977,18,12
6954-84384,20,12
1463-00834,18,18
6705-27503,18,18
3155-08182,17,18
2696-70699,19,20
5418-70866,21,15
0551-38706,19,18
8794-87243,18,12
5834-24391,19,19
1882-18468,18,15
5677-29090,18,18
5823-79275,18,18
8759-39660,21,21
6126-15725,18,15
6872-53972,18,15
4138-63070,18,18
1513-57432,21,21
6462-28476,21,15
8353-71289,21,18
2851-75393,23,16
0795-72107,23,16
4391-32570,20,15
1210-94999,18,18
6012-97612,21,6
9182-68614,20,18
9004-37382,18,9
7652-16835,17,16
4119-45623,20,12
4258-02711,17,8
1643-48342,18,11
6190-95434,18,18
9249-22395,18,18
1787-97891,18,12
6177-00476,21,21
1846-02591,20,18
3106-02424,20,14
2995-13736,20,19
7419-78795,18,18
6468-01142,18,15
2966-98877,18,9
7722-11431,20,18
9181-37096,17,12
9096-74562,21,21
2662-49856,21,15
3446-08729,20,17
3716-37428,18,18
9138-83519,20,6
9136-27164,18,14
1662-23335,18,18
6584-32439,20,11
6975-03259,20,20
9522-87210,21,18
9277-99670,21,21
4478-56181,19,18
1554-21332,12,5
0500-36836,20,12
2357-45799,19,14
4683-69950,21,18
4449-10966,20,17
5019-06333,18,18
5339-41755,21,15
4416-52623,20,19
3386-38393,21,18
0737-95008,18,12
3956-24319,21,18
3776-53640,23,19
6540-10026,19,19
3896-32534,18,18
3722-98144,18,18
8100-77559,17,16
4009-45131,18,18
7873-33500,18,18
7467-78214,18,18
9296-70262,20,14
9203-85791,23,16
7621-76355,18,15
8903-56217,18,18
2160-77743,18,18
2124-23957,17,8
7028-76247,20,8
1088-18198,18,15
3531-99628,18,19
6945-57790,21,21
7946-83360,18,15
2886-12015,20,6
9327-75064,18,15
6837-51035,18,18
7321-93733,20,12
4846-60190,18,6
4075-92191,20,9
8013-77564,18,18
3722-30816,17,16
9863-67862,20,14
3606-94899,18,18
0506-71497,19,18
7962-48674,18,18
7936-64505,18,12
7652-21334,19,19
2917-13336,21,18
8313-78377,21,15
2651-16859,22,11
2231-36716,21,15
5103-47401,20,9
3811-56557,20,6
0849-65191,21,15
2705-27326,21,21
1138-49018,18,6
8629-76007,21,9
6418-83553,18,18
6891-17495,18,18
0338-58797,18,18
7135-47909,18,12
3107-33755,18,18
6318-92001,20,9
0924-23852,21,12
1857-97904,19,6
2648-48332,20,15
6186-81071,19,14
0468-35991,21,21
3324-26126,21,21
8199-93150,23,13
2406-03610,23,22
7889-50220,18,18
9396-93254,20,9
6082-83720,18,18
5820-68869,18,18
4426-45439,21,12
2250-49456,18,14
7343-53079,21,18
7194-56544,17,14
0853-71652,20,20
9310-56845,20,6
4855-95083,18,18
3547-16988,18,18
6778-92708,21,15
0640-58292,20,20
8075-82920,20,15
4214-29914,18,18
9178-19286,21,15
4890-47849,19,19
2925-07878,18,18
5652-76714,21,21
0245-18554,18,18
6282-87576,18,18
8570-38394,21,18
7646-97198,21,22
0389-03537,18,18
2161-91113,19,11
1303-35374,20,12
8463-73503,19,20
1371-40295,18,18
6823-43478,18,18
9111-93235,21,15
4862-73586,18,15
3202-47538,18,12
2185-19642,21,9
5783-16823,20,6
1706-29516,18,18
5889-81177,18,12
6664-11035,18,18
8532-65244,21,12
0799-11916,23,23
0854-36553,18,12
6423-02630,18,17
1267-00414,18,18
8657-75681,21,9
2113-50722,18,12
9940-24101,21,12
1569-38741,18,18
9683-25192,19,15
7649-01521,18,9
4947-99226,21,9
7413-90402,17,14
7034-70977,17,8
5641-78817,20,12
1666-82347,19,19
0490-90264,20,20
0289-54470,19,17
6464-67957,21,9
9675-64870,18,15
4912-69501,18,18
5675-35140,17,12
7198-21365,18,18
1379-08019,19,14
8003-11634,21,3
5322-71882,21,21
9939-93167,18,18
1188-02300,18,18
2043-49938,18,18
2413-70277,21,18
6754-76686,18,6
3653-37687,20,18
2605-85256,18,18
1635-02399,17,17
2883-60166,19,20
3291-53220,23,16
8261-61100,21,3
2670-70197,21,21
5166-16138,21,18
0744-48965,21,21
1795-20190,18,18
6257-09501,18,18
7910-10454,21,21
0694-28175,23,22
7645-55568,20,17
1186-26989,18,15
3333-71866,21,21
0197-65009,17,15
6116-17055,20,19
3403-40223,18,18
1748-11370,20,15
1138-64655,21,21
4530-22729,21,6
4936-82459,20,20
1517-09324,21,18
7020-13320,18,18
0768-11491,23,22
1616-71164,18,15
4285-57555,18,18
6568-69111,18,15
6686-81312,18,12
1204-64983,18,9
3583-92455,18,15
9929-36108,20,17
1296-63739,18,18
4037-07551,20,20
5589-86494,18,18
7499-10195,18,15
8276-25356,18,18
3979-96824,18,15
8481-59632,21,14
2148-37545,21,3
8457-48917,21,9
9440-09909,19,17
0252-16672,19,20
7531-22549,18,18
3798-66079,18,3
3099-71313,18,6
7310-72427,18,18
5542-83588,18,18
0833-47964,17,8
1815-28578,23,19
8980-60297,18,18
0958-59618,20,20
8189-15284,17,3
1417-90500,20,18
0568-46608,18,18
7512-58331,18,18
6371-76160,21,9
7456-05145,20,20
7031-67986,20,3
3937-56875,18,18
0285-58143,21,12
9427-30075,18,18
8422-70568,18,18
7680-59258,21,18
3698-10482,21,13
6734-97285,21,9
7387-81828,20,15
2782-26489,21,20
1767-31278,18,18
0183-24980,20,17
3170-95004,21,16
1869-33878,23,22
3460-65796,19,11
3790-67580,20,13
8012-56608,18,18
8900-37714,20,18
1845-43209,18,18
7284-29214,21,6
9044-84859,18,18
2704-92578,21,21
3802-67450,19,18
3465-27043,23,23
4385-76985,20,8
2633-69633,23,16
2233-19676,23,13
2954-98425,18,18
9377-23262,18,18
5604-87342,18,18
1030-43403,20,18
0844-00935,21,22
4451-60135,18,17
6861-26703,21,21
8977-79196,18,18
9035-74790,19,20
6717-68147,19,15
8775-34858,18,12
1011-39021,18,8
7372-57231,18,9
8240-40942,18,18
2747-52588,18,18
9582-14393,20,12
4568-99121,18,15
0678-94063,21,15
6565-32232,18,18
1562-43445,18,15
5024-31371,21,15
8714-63890,20,9
6701-39144,20,12
8059-44873,18,12
9583-37026,21,21
5751-33419,21,10
6748-30056,18,9
0207-60816,18,18
8961-32871,20,19
0425-24383,20,20
5108-21133,19,18
2531-66633,20,20
0248-14993,19,15
1977-98035,20,12
2175-48477,18,18
5744-66855,18,18
9245-26928,18,15
1567-01478,21,6
8832-70443,18,12
8716-38288,18,18
3565-06790,21,15
9210-12572,18,18
2542-23009,21,21
4319-76231,21,15
8695-44517,21,3
2553-95529,23,23
8897-03612,21,15
1566-06971,18,12
8225-74889,20,6
1699-27641,19,9
6372-83703,18,18
9196-29786,21,18
0732-82333,18,18
0234-08011,17,15
1648-74399,19,14
1259-87952,18,18
9619-68899,18,17
5665-31290,21,15
7658-61251,20,20
3305-24048,18,18
9759-89668,21,21
9249-11225,17,12
4898-66311,18,18
1629-35626,19,14
7614-41095,21,3
6979-66208,18,17
7609-41954,20,9
8464-76933,18,6
9819-03032,21,21
1987-90860,20,13
3083-02457,18,18
4709-38855,23,23
1027-91431,21,6
1789-14691,18,6
0915-16859,18,18
5733-08893,18,6
6188-68864,20,9
3394-48036,23,23
2707-66816,21,9
6205-16158,21,6
5357-26694,20,18
6098-13091,20,12
0143-02662,21,21
2243-51652,21,6
2517-18365,19,19
0481-44069,21,15
3768-36726,17,5
6767-00693,18,18
9612-11127,18,18
8158-90895,18,12
7448-21375,21,6
8535-48561,20,20
9825-15028,20,6
8536-10724,20,20
3930-08226,19,15
8933-55510,20,11
6423-73460,19,19
4422-64090,21,3
0105-72704,18,15
8183-18773,21,12
3109-85450,20,12
1920-74144,18,12
3971-42736,21,12
8337-80493,20,18
1502-23586,20,20
2882-99162,20,3
1035-99373,18,18
9987-89031,20,3
7615-18926,18,18
4835-77928,23,22
8422-09798,18,18
1559-71895,19,18
2430-37605,21,14
5477-09412,21,6
8707-38018,18,12
2536-15319,18,12
1093-34522,18,9
7868-18779,18,18
8727-92847,18,18
7186-56510,18,3
6960-07665,18,12
2660-65514,18,18
9401-32123,18,18
3220-96473,21,12
9266-56941,18,3
6665-11478,17,9
4365-18462,18,19
8707-10367,18,15
2582-62875,21,9
9397-22857,18,9
4587-56563,23,23
7776-83233,17,12
1115-16052,19,17
2690-74415,20,6
4253-30056,18,18
6679-33269,21,6
5082-82528,18,12
5314-00505,18,18
7575-27373,18,18
5353-75273,18,18
5477-51419,21,21
6349-55611,21,21
0438-07914,17,14
3124-67349,18,18
6632-45763,18,15
1955-10926,17,5
7281-66439,21,18
7147-04316,18,18
0234-51929,21,18
0696-28686,18,18
0457-93263,21,9
2626-78969,18,15
2865-20215,18,15
7961-03774,18,9
2026-28736,21,16
9493-50258,20,20
8027-82447,18,18
2612-22060,17,9
9578-30233,21,6
0091-81177,18,18
9544-46727,17,9
8928-74721,18,18
7254-88594,18,18
1277-54073,19,5
3650-55632,17,11
8002-70456,20,8
3929-81995,18,9
4359-86182,18,15
5234-49880,20,6
9393-31619,20,15
9309-67551,18,19
4005-37512,21,21
8932-79520,18,18
9675-55626,18,18
5390-88590,18,15
0027-75663,23,23
5042-66027,18,18
4631-54162,21,9
4649-32236,21,15
5036-43700,19,3
2474-72209,21,12
5298-33027,21,6
4216-41041,21,6
6175-69882,23,13
8023-58621,20,20
7279-59810,19,16
5195-60266,20,3
2556-74391,20,20
7294-05215,20,14
0666-05534,21,6
7377-02056,19,17
4623-25434,18,9
2377-23725,21,18
3122-69534,21,15
3529-15032,18,18
2683-14645,20,15
8038-89531,18,18
8954-76158,18,15
2496-20184,21,21
1048-97722,18,18
7878-22028,23,22
2603-89450,18,12
7319-15864,18,15
7422-33838,20,12
8849-42763,18,18
6096-30938,19,20
1797-68049,18,11
6833-97777,20,15
8180-22496,17,14
5240-61413,17,9
2524-56187,23,16
4993-76244,21,9
4162-54710,23,23
2058-08220,17,17
3714-65602,23,16
8107-13324,20,9
4333-92101,20,6
7917-52302,18,12
9175-63959,18,19
4713-05177,23,19
5728-92003,21,20
7772-38592,18,18
9030-27477,23,23
6602-42740,18,12
5065-41137,21,12
0542-05154,19,14
3658-58965,21,6
3320-42413,21,21
5548-70480,18,18
5293-56562,20,11
8719-19502,18,9
2166-25755,18,15
4850-46695,21,6
3519-40759,21,7
2794-19053,18,15
7305-07222,21,12
0482-13244,18,18
1809-60367,22,3
6151-44432,18,17
0125-90170,18,13
6463-21219,19,18
6646-32839,23,3
7056-55368,21,12
7362-23153,18,12
8249-61835,18,18
0529-89900,18,5
0901-15054,20,19
2608-97390,21,21
2216-40474,17,15
1018-49519,18,15
8067-45672,18,6
7246-25601,18,12
0786-76700,21,6
5331-42632,21,3
5686-24411,18,18
3020-60105,18,18
6100-60214,18,9
7924-91229,20,15
4234-70549,20,11
7345-63218,17,0
2507-21805,17,9
6801-26706,20,17
8901-06683,20,12
9338-53570,20,20
7334-73759,18,14
2718-10721,18,18
9958-35850,21,21
5112-76336,21,22
4256-93370,19,18
9507-10429,21,21
6134-78557,20,19
0911-42331,15,3
8074-59342,18,3
1462-98097,15,6
8134-52050,18,3
7822-98164,18,7
2970-68899,16,3
5200-16969,16,16
2235-21084,18,3
6038-41293,18,10
8422-43936,16,6
6039-44002,18,3
5982-38343,15,6
4445-11442,16,16
3748-89123,15,3
8753-23996,15,9
8571-14803,15,3
9865-88461,16,6
7076-89208,15,3
0447-23913,16,12
2925-27992,16,3
6800-63148,16,9
4885-90928,16,10
4043-74204,16,14
7409-17409,16,3
5705-14122,16,9
1325-62920,16,12
8991-34715,18,3
5922-51240,15,6
9559-10987,15,6
3076-53442,15,9
2452-91774,18,3
9824-85555,18,3
1016-01983,15,12
4279-78217,16,0
2409-16859,15,12
4120-33697,15,10
8882-03122,18,3
9195-38172,18,3
5452-43442,15,9
7700-35716,15,3
9098-49531,16,16
9934-18607,16,14
4050-35055,18,3
5575-38648,15,6
8881-37639,18,3
3745-22239,16,12
8475-09174,21,21
4261-65099,21,8
5041-52025,17,11
0994-07428,18,18
1277-37363,21,3
0029-66127,18,0
3896-35297,18,18
7476-71897,18,18
4647-74008,18,18
3191-93299,21,9
5059-89124,17,17
8176-94688,18,19
1024-20998,18,15
1102-03602,21,3
7150-03841,18,18
7295-74053,18,15
8735-11674,18,12
8027-85252,18,12
5974-50982,19,19
7943-63922,18,18
5241-79837,20,20
6879-67056,18,9
2750-51958,18,18
6037-00395,18,15
7299-70613,18,9
3631-67078,18,12
4309-47684,18,18
3684-48741,21,15
9602-39212,21,6
4978-36260,21,6
4049-76581,19,12
4285-56205,18,12
9386-35432,18,18
8903-92429,18,18
7432-56491,18,9
5706-55167,18,18
9483-98285,18,18
3314-98866,18,9
7266-07818,21,3
2736-46555,20,12
2482-40740,18,18
5251-27657,21,12
2987-98404,20,18
9184-70485,21,21
5275-90963,18,12
0321-85511,21,6
0164-74546,18,9
4716-48090,18,12
3241-18247,18,9
8501-63106,21,3
6065-58309,23,16
4561-22119,21,3
9304-27409,21,18
7633-04939,23,19
1194-21518,23,20
4050-97638,18,18
8395-32904,18,18
9557-92637,21,15
2197-40425,18,18
5022-80720,21,6
8091-56412,21,18
0087-38999,18,9
4347-37426,18,12
5512-52432,18,9
0449-77453,18,9
5625-65079,18,0
5256-76199,18,9
8370-46360,21,18
1115-24892,20,20
3709-06338,21,6
6830-33973,17,17
5396-15167,18,18
6515-18056,20,14
8953-95791,18,15
7001-14537,21,18
6385-01843,18,6
5216-73424,21,21
9006-75486,18,18
6285-99895,21,18
1958-32866,18,9
5662-91817,21,15
8662-39095,18,18
3725-63644,18,18
3859-26493,18,18
3555-89010,20,12
6757-17535,18,12
8613-07539,21,21
0701-29354,18,15
5855-29045,18,18
6285-24317,18,12
7035-12119,21,21
1629-70304,21,3
0280-35893,21,11
7696-36981,18,18
5652-00062,19,4
3427-46373,18,9
5935-15506,18,18
0157-44973,18,18
8874-51229,19,18
0499-48898,18,18
5762-24745,20,17
2621-88717,18,17
2773-38798,21,21
3582-87157,17,17
5059-42109,20,20
0822-01166,18,15
2754-34693,19,15
3033-85349,19,9
9294-21198,18,17
2273-82003,18,18
0582-87019,19,19
3112-30454,18,18
2818-66696,20,14
4672-85517,17,17
1766-36420,18,18
7837-09687,18,18
8327-53088,19,9
2703-46210,21,19
8869-46328,18,16
9697-83423,19,19
8770-09640,18,3
9937-61796,21,21
5961-18664,22,0
5365-98511,19,19
9893-10884,19,19
5610-18317,20,12
5096-27466,20,20
6137-47628,20,19
5515-57671,19,18
2741-05257,19,19
3337-56241,18,18
5926-70280,18,15
8146-60976,20,11
3602-43223,18,18
9164-21808,18,18
1586-26616,18,18
0314-40212,18,18
3439-12078,21,22
1508-37081,19,13
5521-79282,18,18
1848-30337,20,20
3818-47607,18,18
1309-78834,18,18
8250-08972,20,20
8694-21347,19,18
1114-37171,17,17
5924-51594,18,16
8003-32081,17,17
0796-32892,20,15
2286-00220,18,18
4852-35693,20,6
3629-03099,17,17
2760-06782,20,13
1526-99164,21,15
8399-36061,19,20
4448-20192,19,19
8065-72338,18,18
6616-68170,20,20
2536-50844,20,13
8523-98424,19,19
0210-14442,19,18
7974-10994,18,18
8347-17633,17,17
2543-48099,18,15
0965-03164,21,21
8827-92980,18,19
6375-37498,19,19
4525-25792,18,18
4358-74776,18,18
7142-94077,21,11
8073-40339,18,18
9184-33520,18,18
1130-75000,21,17
5012-80399,19,18
0101-81296,19,19
1084-04360,20,10
9224-47622,17,11
3762-66972,19,19
9816-97943,18,18
1772-03827,18,18
2473-72938,18,18
3278-81777,19,13
5795-28817,19,19
6700-94244,20,20
6196-72165,21,21
7306-03289,19,19
0716-88232,19,19
3989-79980,18,18
5418-93716,18,18
0836-32138,18,18
7817-90999,20,9
0331-55412,17,17
8339-59021,17,17
1843-78168,18,18
1249-01912,18,9
2538-77776,18,18
5462-06235,18,17
6650-33571,20,17
6580-74176,18,18
9424-48140,18,18
5039-12994,19,19
4226-54997,18,18
3474-18725,18,19
2323-18056,18,15
1937-44135,18,18
5841-23687,18,18
6698-74556,18,18
3701-62286,18,18
4115-00355,18,18
0021-90336,18,18
0215-19712,20,14
1246-88127,19,19
7762-52021,17,18
3903-73600,19,19
3224-05920,19,17
1266-67341,21,16
9029-77109,19,19
2613-97257,18,18
2220-73996,21,15
0728-13071,19,19
3022-50836,19,18
2117-61972,20,17
5305-16685,19,19
5958-85117,19,3
5979-19615,18,18
3542-05643,18,19
1212-57781,17,17
8026-61757,18,18
0160-39867,18,12
1226-11477,18,18
4628-88193,17,17
7130-85506,18,18
2266-32001,18,18
9081-69837,19,18
0019-29087,18,9
0616-66099,19,19
6710-47163,19,19
1959-32829,19,19
8453-76949,18,18
5611-13635,18,18
5547-82552,18,18
3645-86665,18,15
3439-92726,18,18
7373-66095,19,19
9326-29956,18,18
7921-50703,17,17
8907-92376,19,19
7434-78125,17,17
1798-89608,19,15
6988-89058,21,18
4377-19289,18,18
6859-93349,19,18
4245-12588,18,19
7233-75412,20,20
4229-07481,20,18
7996-23848,17,17
3173-96676,17,17
4268-89452,18,18
9834-22209,18,18
5489-62627,18,18
0641-30143,18,18
7691-36021,18,15
5426-82356,20,20
1516-14756,18,18
7636-52641,20,17
3616-37870,18,18
4131-63473,20,17
1434-66483,18,18
3595-50498,20,15
6222-45668,19,18
4893-82609,18,18
6902-67471,17,17
0170-73111,18,12
2043-69159,21,21
9984-93739,19,19
7587-96104,18,18
7344-70189,18,18
5355-06652,17,17
6066-09248,17,15
7639-41370,17,18
6922-21109,17,17
5832-83178,20,18
4730-52896,17,17
1267-42302,17,17
2772-64407,20,17
6227-47314,17,18
8085-16055,17,17
9462-17561,20,14
6340-23831,18,18
6639-70788,20,15
2963-44865,17,17
9525-60911,17,10
2264-91562,19,19
7757-36287,19,6
6956-21255,19,19
4100-51220,20,17
5552-48005,18,18
6757-59044,21,21
0199-65849,18,18
1803-36349,17,17
8105-09339,17,17
8188-27104,19,19
4669-46223,20,20
8545-13993,18,17
7487-37301,19,19
1676-49429,21,21
9071-62625,19,19
7799-23453,20,9
0196-64232,17,10
3545-06657,20,17
2229-64925,18,18
8907-04000,21,21
4046-95595,17,17
4504-60603,20,18
3242-33686,18,18
6957-94063,21,21
1037-01355,18,19
2994-90887,21,21
1526-36351,17,14
3613-07394,17,17
0403-26552,20,18
8497-86626,20,20
7639-45990,18,18
7854-72777,21,12
0165-64446,18,18
8481-55802,21,12
0112-43347,17,17
1167-47466,17,17
1369-00440,17,17
5079-90571,21,21
3469-06054,19,6
0710-10728,20,20
6320-97044,19,19
7661-07358,17,13
9372-50509,19,19
0359-27059,17,17
2212-28203,19,14
2490-77883,18,12
5641-43052,18,18
2930-62109,18,18
6661-12117,18,19
5480-99073,19,19
6627-79128,18,18
8732-39751,18,18
5321-53693,20,17
0332-68516,20,17
6677-85114,18,18
1509-08823,17,17
8660-08703,18,18
7263-13325,17,17
5952-29142,20,17
9157-12363,18,12
1028-04892,18,18
7663-61741,20,20
8639-97897,19,17
4230-05146,19,19
2554-66429,18,15
2840-14052,18,18
7773-10857,18,18
9750-78464,18,18
2382-18636,18,18
7284-01353,20,17
2274-27619,18,18
8915-96912,21,19
5483-52033,18,18
1786-23396,18,18
0484-58603,18,18
2558-46677,17,17
2059-80140,18,18
8654-40619,19,19
5045-29410,20,20
6491-31164,20,17
7171-11074,18,18
4170-54400,20,17
6596-40109,20,17
2837-01749,18,18
3250-22952,21,21
2979-72173,18,18
0980-53855,18,18
2406-50134,21,16
3389-77478,18,18
4335-55662,18,18
5457-27016,19,19
3395-20720,19,19
2251-10641,20,20
8446-06582,19,13
4502-42883,19,19
5429-75377,18,18
3885-21403,19,19
5666-61850,18,19
2374-48166,19,19
9150-40678,18,18
5852-96872,21,21
5185-82108,19,19
6755-89116,21,13
7613-77611,19,19
5513-56322,19,17
0362-48086,18,18
2056-84166,19,14
9425-19484,21,18
8715-31573,17,17
2648-50874,18,17
4790-06074,19,19
8118-23138,17,17
3041-56076,18,17
8937-33721,18,18
7903-42451,18,18
5231-63350,19,9
6862-20671,18,18
9331-49246,18,18
1308-35823,20,20
8970-55557,19,19
6785-23285,19,12
5388-05175,18,18
7738-38532,17,17
4281-45201,18,18
3332-64569,17,17
2268-87571,19,19
0803-54897,18,18
0689-93793,20,20
4303-49092,22,5
8743-35281,19,13
9556-19100,20,17
9596-03982,18,18
5223-07319,21,15
1008-83919,19,12
0800-78508,18,18
3290-74988,18,18
1112-04564,18,17
5464-49401,19,19
1486-53207,21,17
6228-22112,18,18
4828-86600,21,21
8977-82313,19,19
6843-64865,18,18
6709-18249,18,19
2510-53135,18,18
3670-88445,18,18
4248-35343,17,18
0512-77963,19,19
8899-51670,19,6
7307-96094,19,19
4783-29400,18,18
5023-40136,19,16
8380-62374,18,18
5373-06202,19,19
3176-58560,20,18
0464-92154,19,19
2388-62294,18,17
0116-46625,20,20
3819-15994,18,18
2771-84967,18,15
3305-53390,18,18
8822-55660,21,17
0458-85375,21,21
8342-64477,18,18
0070-64393,18,15
2903-60333,17,14
7257-86094,20,18
0809-37476,18,19
0414-01988,17,18
2004-09725,19,16
0052-83518,18,18
9266-54840,18,19
1407-46070,20,14
7138-23199,18,18
2508-99959,18,18
6962-08946,18,18
7895-61926,18,18
7589-75705,18,18
9493-28268,18,19
5081-34424,17,18
9458-60167,19,19
6693-43666,18,18
3513-09772,20,18
3061-02035,20,17
9116-50970,20,14
7151-67291,18,18
7799-00266,20,20
7619-80046,19,19
8015-03014,21,18
0615-40379,20,20
6561-55055,19,19
3408-21092,18,18
3922-22252,18,18
8112-10002,19,19
0395-35808,19,20
6105-18351,19,19
1110-13203,20,17
3249-71891,19,19
3970-32418,21,21
5449-46570,20,20
5481-04040,19,19
0760-59724,19,19
5140-40249,18,18
3835-31002,19,16
2091-78272,18,18
7586-69634,20,15
4934-09411,18,18
8573-40564,18,18
8465-25560,18,18
0226-52727,18,18
4211-75799,19,19
5267-14354,18,18
3532-17524,18,18
9165-22054,19,6
4289-70829,18,12
4772-20680,20,18
0430-47770,21,18
0113-65429,22,22
8263-19826,18,18
9761-77345,20,17
1274-72942,18,18
3595-08357,19,19
3474-06915,20,17
6448-19359,18,18
7518-68510,18,15
6713-33363,20,17
9706-79687,20,15
9114-62815,18,18
7288-42187,19,9
1789-15011,19,19
6769-49393,18,12
2588-93346,19,19
0788-41659,19,19
8927-99989,20,17
3423-62976,20,12
9897-51892,18,18
7758-80651,20,11
7844-79493,19,19
0040-42135,18,18
3753-34608,19,19
1002-76360,20,20
1323-22483,18,15
1060-22998,17,18
8097-97157,20,20
3898-07038,18,18
7351-35272,19,9
7429-97049,17,17
6789-10294,20,16
7517-28656,18,12
6957-15583,18,15
8687-20317,18,19
7084-78742,20,17
5953-06391,20,8
9354-31605,18,9
2630-08326,19,6
0759-00954,19,19
0291-61251,18,17
8731-77544,19,19
6986-43794,22,16
4916-37754,18,18
7052-00798,20,16
0900-63351,20,17
9959-32982,18,18
7159-11809,18,18
6406-52251,17,11
5665-22594,18,12
8040-76447,19,9
6846-85433,19,19
9293-18755,18,18
5273-65776,20,17
5013-52720,18,18
9984-68058,17,17
0220-04704,20,11
6036-14970,18,18
4926-17204,18,18
4749-59944,19,19
9952-70062,18,18
0063-17010,21,15
6838-06903,18,18
5774-48656,17,17
6313-68535,18,18
7023-54816,18,17
8981-73178,18,18
2942-35288,17,18
5094-23210,18,18
6654-54044,21,21
7966-67357,18,18
5242-11860,20,20
