stdno,allowedunits,currentunitsenlisted
2010-03791,16,3
2014-24075,20,20
2013-21655,18,17
2011-22168,17,12
2010-25788,18,3
2014-63652,19,19
2013-45592,18,15
2011-17170,21,9
2014-51459,19,19
2013-98371,21,21
2012-28037,20,20
2014-15982,18,18
2014-98709,18,18
2011-15718,17,6
2013-49692,19,17
2012-02746,18,18
2010-41357,21,6
2014-08992,19,19
2009-14953,17,9
2013-68237,18,18
2012-18537,21,0
2013-98238,15,6
2011-27727,17,11
2013-09767,18,18
2014-71592,17,17
2013-08264,19,19
2013-42259,17,17
2012-04382,21,16
2014-08793,17,17
2014-32439,19,19
2011-62616,18,6
2013-47148,19,17
2013-62544,18,18
2013-17431,20,20
2011-39197,19,6
2010-15180,21,19
2014-08093,18,18
2014-53897,18,18
2011-22078,18,0
2013-33983,18,18
2013-68238,23,23
2012-37490,18,13
2013-66340,20,20
2011-22048,18,12
2013-21444,21,21
2012-02388,18,12
2011-48836,20,11
2011-22173,21,0
2008-67819,18,15
2011-47114,18,18
2008-25721,21,13
2014-23232,21,21
2014-72391,17,17
2011-18179,20,19
2014-53523,19,19
2014-77144,20,20
2014-60914,18,18
2012-38210,19,12
2013-37435,18,18
2014-08500,21,21
2012-70826,21,19
2013-06782,21,21
2014-05527,18,15
2008-18529,16,6
2014-72697,19,19
2010-96929,18,15
2012-19717,19,19
2012-00949,18,18
2014-23672,18,18
2014-09935,18,18
2014-00303,18,18
2014-08273,18,18
2014-71398,18,18
2013-35202,18,18
2014-81873,20,20
2011-28190,21,21
2013-98239,15,6
2014-08728,19,18
2012-37883,21,12
2013-00095,18,15
2013-68013,18,18
2010-10855,19,11
2013-24841,19,14
2014-33626,21,21
2013-12649,20,20
2014-26782,18,18
2014-39618,20,20
2013-35991,18,18
2013-01169,18,12
2014-81836,19,19
2013-75644,20,20
2012-38488,21,21
2013-30557,21,21
2012-37324,20,20
2011-43295,19,3
2014-09154,18,18
2011-33840,18,12
2012-04285,18,18
2011-48572,18,17
2014-71267,17,17
2012-18168,20,19
2013-55992,19,0
2013-98241,15,9
2011-03449,21,21
2013-42379,20,20
2010-34135,18,15
2012-10014,21,12
2010-33081,18,18
2014-62414,17,17
2013-37670,18,18
2011-27408,20,18
2014-36641,20,20
2013-33834,20,18
2009-47490,18,0
2010-37522,21,12
2012-26509,18,15
2014-27316,19,19
2013-25594,18,18
2011-62095,19,11
2013-08328,18,18
2013-56394,21,19
2014-65829,18,18
2011-02228,21,3
2013-06824,18,15
2011-19108,20,8
2011-62685,19,6
2014-35123,20,20
2012-38022,18,18
2013-06965,18,15
2013-09847,18,18
2013-22393,21,19
2013-37829,20,20
2013-33634,21,20
2014-71593,18,18
2011-47363,21,17
2012-39531,19,17
2013-18916,20,20
2010-00433,18,18
2013-98373,18,18
2010-96931,21,21
2014-62817,17,16
2012-38361,21,19
2011-07365,18,0
2013-70096,17,17
2014-14740,19,19
2013-08191,18,18
2014-01297,18,15
2013-59208,18,18
2009-47835,21,21
2014-78520,18,16
2014-10323,20,19
2013-14616,18,18
2013-98690,17,17
2008-66207,19,0
2010-21477,21,10
2013-41097,21,19
2012-61004,19,18
2013-33210,17,16
2013-67087,18,18
2011-59536,21,21
2012-72514,18,18
2013-70097,21,21
2011-48380,19,9
2013-06754,21,18
2011-18422,19,0
2012-32508,21,21
2010-12955,18,18
2014-71931,18,18
2012-61006,18,11
2014-33417,18,18
2008-59509,18,6
2013-56876,18,18
2014-28233,18,18
2014-28439,21,21
2012-59362,15,6
2012-18063,21,19
2012-04852,18,18
2012-49459,21,20
2011-44331,21,3
2008-69002,19,12
2014-15642,20,20
2014-15644,19,19
2012-29115,18,18
2014-74729,20,20
2011-29544,19,18
2014-45828,20,20
2010-42096,16,12
2011-48419,21,6
2010-57432,19,10
2013-08352,18,18
2014-77816,17,17
2014-98925,19,17
2014-09359,18,15
2012-98177,20,20
2012-44417,19,18
2011-31669,21,10
2014-85104,18,18
2013-02285,18,18
2011-24209,21,19
2014-27161,21,21
2011-97337,21,21
2012-11399,19,19
2014-58917,20,20
2014-72407,20,20
2013-12660,19,17
2012-17772,18,16
2012-60084,21,18
2010-14757,19,15
2014-14346,18,18
2013-09738,18,15
2013-55991,20,18
2013-55323,21,19
2013-09855,18,15
2012-60168,23,10
2009-45978,21,21
2014-72650,18,17
2013-68140,20,18
2014-08836,20,20
2011-20602,18,10
2013-30214,20,20
2013-71166,21,21
2014-71269,17,17
2012-72067,17,15
2013-26298,21,18
2014-09779,18,18
2014-70617,18,18
2010-32334,19,9
2011-14908,16,6
2012-18140,18,13
2014-71937,18,18
2012-18145,20,12
2012-48155,18,13
2012-01047,20,18
2011-06105,20,0
2013-40844,21,21
2011-39407,20,10
2014-28569,18,15
2014-71458,18,18
2014-81664,18,18
2014-71272,20,19
2010-51789,21,18
2012-07453,17,15
2009-03751,21,10
2013-40521,18,0
2014-20453,18,15
2012-35385,21,18
2009-46912,21,13
2011-49065,20,20
2013-68043,20,20
2011-15869,21,14
2012-19654,18,13
2012-72164,18,18
2009-40485,17,0
2014-98701,18,0
2011-15023,21,21
2014-51465,18,18
2012-47795,18,18
2014-33175,19,19
2009-06861,21,13
2011-08791,20,19
2011-61103,19,6
2014-08266,18,18
2012-16021,18,0
2014-24430,20,20
2014-26069,21,21
2013-30565,21,21
2014-45035,20,20
2010-06036,19,18
2010-19957,19,3
2012-27805,21,19
2013-68187,21,19
2010-97307,19,18
2013-19897,21,21
2013-29741,21,21
2013-29618,20,20
2014-80486,18,18
2013-50792,23,23
2013-68079,21,21
2012-42443,23,21
2014-56322,21,20
2010-61860,19,6
2012-37667,18,13
2013-45546,20,20
2012-37423,12,6
2009-56707,21,15
2014-04252,18,18
2014-08119,18,18
2014-50774,20,20
2012-29237,20,19
2014-48299,18,18
2013-24842,20,20
2014-73970,18,18
2012-46300,20,19
2011-59516,19,7
2014-08379,19,19
2014-99158,18,0
2013-25022,18,15
2012-03267,18,6
2012-37957,18,16
2014-72651,18,18
2013-29476,21,18
2012-04580,17,15
2008-06130,16,6
2014-09314,19,19
2012-22588,24,20
2012-63551,18,12
2014-62713,18,18
2011-97364,18,18
2014-24610,18,18
2014-20972,18,18
2014-57339,19,19
2013-07000,18,18
2010-41326,19,0
2012-12102,19,17
2014-57836,18,18
2014-02686,21,21
2014-98710,18,17
2014-98744,18,18
2014-70805,19,18
2013-68080,18,15
2012-20625,19,9
2013-31040,21,21
2013-09146,18,18
2014-48300,21,21
2014-71970,20,20
2014-05785,20,20
2014-12037,19,19
2009-18025,21,10
2014-60743,19,19
2014-44751,20,19
2012-12926,19,13
2013-14413,18,0
2013-09024,18,18
2014-98898,16,16
2013-29762,18,18
2012-18592,21,21
2014-40585,18,18
2012-20580,12,9
2014-01448,19,19
2011-55215,18,18
2014-79645,19,17
2011-35641,19,7
2013-61920,23,23
2011-24217,12,11
2012-30446,19,16
2010-12604,19,0
2014-01072,18,18
2012-98149,18,18
2011-37974,16,0
2009-58110,18,9
2013-09987,20,17
2013-35892,21,21
2011-63178,21,3
2012-97949,20,19
2012-44072,19,10
2014-30133,21,21
2011-46439,18,0
2011-97460,21,20
2014-98921,18,0
2012-11841,19,19
2013-06540,18,18
2011-62178,19,13
2014-09903,21,21
2013-08339,18,18
2013-74504,17,15
2013-60483,17,16
2013-28964,21,19
2006-42648,19,0
2013-63333,19,15
2014-70475,18,17
2014-77817,21,20
2014-33111,21,20
2014-28111,19,19
2010-52306,19,4
2013-08175,21,18
2011-62092,21,6
2012-38929,20,19
2013-06508,23,21
2013-09735,18,15
2012-08100,17,15
2011-46862,19,13
2014-33180,21,21
2012-60100,18,10
2012-19814,20,19
2012-97823,15,3
2013-11099,18,15
2011-38486,15,3
2012-07171,18,6
2011-22373,18,1
2013-04696,18,18
2013-31041,21,21
2014-67001,19,19
2013-09844,18,18
2011-20897,19,17
2011-10861,16,6
2014-38280,19,18
2011-62198,21,14
2009-18086,18,12
2010-34173,21,10
2012-17909,19,18
2012-23410,19,18
2010-60535,16,16
2011-62125,21,21
2013-36529,17,17
2012-09020,19,15
2014-20711,20,20
2013-74160,18,12
2012-10344,17,14
2014-71395,19,19
2011-18191,21,19
2013-09919,21,21
2014-72565,17,17
2014-50461,18,18
2010-50567,18,18
2012-08792,18,17
2013-11066,18,18
2011-11846,18,7
2012-60085,23,15
2012-16574,19,15
2013-72437,18,17
2014-71973,19,19
2011-97464,21,10
2013-18047,18,18
2014-65868,18,18
2011-12385,18,18
2012-97950,19,18
2013-45563,19,11
2014-42571,18,18
2014-80338,17,17
2011-10793,21,14
2014-70473,21,21
2011-19113,19,1
2014-36804,18,17
2006-49443,19,0
2014-42114,19,19
2013-07286,18,18
2011-62496,21,19
2014-55112,17,17
2010-37621,18,18
2014-98760,18,18
2014-26672,20,20
2014-33837,19,19
2013-02246,21,21
2013-31101,21,21
2013-08981,18,18
2011-23070,19,3
2008-38133,19,6
2012-19520,19,18
2013-05433,20,20
2012-03694,17,15
2011-48657,19,10
2009-17161,19,4
2013-74124,19,18
2014-62467,19,19
2012-46454,18,12
2011-20544,18,0
2014-08786,17,17
2007-36629,21,15
2012-47875,18,13
2010-44767,21,13
2014-98767,19,19
2013-75457,17,16
2011-45472,18,6
2013-10070,20,20
2013-98630,19,18
2014-29747,20,17
2010-43650,16,12
2014-09648,20,20
2012-19752,21,18
2014-10817,17,17
2013-08882,18,18
2009-19487,19,9
2013-54579,18,18
2013-52057,19,14
2012-06529,18,18
2014-02558,19,19
2014-70520,17,17
2011-26566,21,4
2013-05434,21,21
2011-43114,21,0
2011-63074,21,20
2013-09129,18,18
2013-08343,18,18
2013-05437,18,18
2013-03344,23,23
2012-66356,18,9
2014-72652,18,18
2013-25074,21,21
2010-41807,18,18
2011-28578,21,0
2014-36154,18,16
2012-48808,21,15
2014-00637,20,20
2014-63933,18,18
2012-45846,21,21
2013-49050,18,15
2013-68490,17,13
2014-71843,20,18
2012-38589,18,18
2014-29007,20,20
2014-23238,19,19
2012-26265,21,16
2013-07626,19,19
2013-00834,20,20
2012-47350,21,18
2012-21145,19,19
2012-18066,18,13
2014-77386,19,19
2014-62177,18,18
2010-19289,17,12
2013-74108,18,18
2014-65752,18,18
2011-38042,19,15
2014-59514,19,19
2014-09309,21,21
2014-27460,20,19
2012-63626,21,18
2012-07505,18,3
2012-11132,19,18
2014-03792,19,18
2014-48768,20,19
2013-98377,21,21
2011-55183,16,3
2013-32091,18,18
2012-00572,18,12
2013-31044,18,18
2011-00600,19,17
2014-33362,18,18
2014-48569,20,20
2013-02306,18,18
2012-19759,19,15
2012-48809,18,18
2009-11459,16,3
2011-16497,18,12
2011-38937,21,17
2011-26554,20,16
2012-19650,19,13
2013-20300,21,18
2013-68240,17,15
2012-33999,18,9
2009-16922,18,12
2012-47872,21,18
2014-98773,18,15
2012-25234,21,10
2012-66913,21,19
2009-12582,18,12
2013-68081,18,18
2011-28673,20,14
2014-65751,18,18
2014-11835,18,18
2012-11764,20,18
2012-00666,19,16
2011-18530,18,13
2012-31202,20,19
2013-02225,20,20
2012-44443,17,15
2014-71846,19,17
2013-27395,18,18
2010-97062,15,3
2014-46997,18,15
2011-35367,19,17
2014-42712,19,19
2014-07875,17,17
2012-07044,21,15
2014-78602,18,17
2013-40785,18,18
2010-47863,19,16
2014-67904,18,15
2013-55587,21,21
2012-66851,18,18
2013-57050,18,18
2013-98243,18,18
2011-62833,18,0
2007-44303,21,3
2014-11133,19,19
2008-62240,18,15
2014-70498,18,17
2012-17729,18,18
2013-22736,21,21
2014-72016,17,17
2013-45098,19,18
2012-18047,18,18
2008-66106,19,7
2010-21292,20,18
2012-20091,18,13
2011-22687,19,7
2011-29547,16,0
2010-45984,20,6
2012-60695,19,18
2013-46766,18,0
2013-98244,18,18
2014-59960,21,21
2013-13079,18,0
2012-65742,18,10
2014-71354,19,19
2012-37910,21,10
2013-08320,21,21
2014-72330,21,21
2014-23047,18,18
2012-17903,20,19
2009-19474,20,9
2010-42913,18,3
2011-22350,20,13
2014-03099,18,18
2011-18556,18,15
2014-08811,18,18
2012-51676,21,21
2012-47349,21,21
2014-35218,20,20
2011-62091,20,10
2013-08470,17,17
2014-72865,21,20
2013-38636,17,17
2013-35993,18,18
2014-51785,18,18
2014-34024,18,18
2014-23240,18,18
2010-18350,21,0
2010-97202,21,9
2014-33881,17,17
2012-39412,21,21
2011-38995,20,13
2013-03041,18,18
2014-43975,17,17
2013-06301,20,11
2013-07717,18,17
2014-28390,18,18
2014-71752,18,18
2014-29930,21,21
2012-18281,20,16
2012-36858,18,18
2014-36727,19,19
2011-26562,21,12
2014-70812,18,17
2012-38421,19,17
2013-06987,18,18
2012-37489,21,21
2014-72676,19,19
2014-08756,18,18
2012-37960,21,21
2012-97952,18,18
2012-57628,19,18
2014-57613,18,18
2013-51774,20,19
2014-33975,17,16
2014-09785,17,17
2014-71376,18,18
2012-49771,18,10
2014-43278,20,20
2011-49442,21,21
2010-42973,21,6
2011-32348,19,11
2014-72653,19,19
2014-62723,19,17
2011-51833,21,9
2011-22328,18,0
2011-27260,21,21
2014-43297,18,17
2013-00183,17,17
2011-21370,19,10
2011-18375,20,3
2014-08043,18,18
2010-58094,21,18
2013-59586,18,18
2010-43237,21,13
2010-31095,21,18
2013-74122,18,17
2009-64123,19,0
2011-56721,16,0
2012-29523,19,19
2014-09651,18,15
2009-14646,16,0
2011-46530,16,3
2013-03618,20,11
2014-09421,19,19
2010-41758,21,21
2014-38279,18,17
2010-43642,21,9
2014-72654,19,19
2009-04110,18,17
2013-68241,19,19
2014-65749,19,19
2011-29049,19,11
2014-41095,20,20
2012-31937,18,18
2014-77833,19,19
2011-48763,19,0
2013-98378,21,18
2009-25281,17,12
2014-30450,18,18
2012-17833,20,17
2013-46651,21,21
2010-01474,19,18
2012-47348,18,18
2014-02384,18,18
2014-36878,17,17
2013-68242,20,18
2014-72672,20,20
2014-09834,18,17
2012-17592,18,18
2013-02189,23,23
2013-03682,18,18
2014-16680,17,17
2007-37344,21,12
2013-36363,18,18
2014-72655,20,20
2012-02320,21,21
2014-11313,21,19
2011-48838,21,21
2012-10135,18,9
2014-62622,19,19
2011-62090,16,0
2011-62250,18,4
2014-09019,19,19
2013-68082,18,15
2012-51137,19,17
2013-12780,17,15
2009-01158,18,6
2013-98379,18,18
2013-09187,17,16
2011-22905,21,15
2012-04594,17,15
2013-48587,17,17
2013-00258,21,21
2012-70414,20,20
2014-73164,19,19
2011-47223,18,18
2011-46711,19,10
2013-01738,18,18
2011-39325,21,15
2014-20050,18,15
2014-04005,18,18
2014-98754,17,17
2013-22842,18,18
2014-53787,19,19
2012-18310,21,21
2013-46815,20,18
2011-03456,19,4
2014-99179,18,18
2012-19647,19,19
2014-42575,17,17
2011-46732,19,17
2010-61938,20,20
2014-83789,17,17
2013-22431,18,18
2014-58761,18,18
2012-18916,19,12
2011-08528,19,14
2014-98734,18,18
2014-10273,18,17
2010-23368,19,7
2014-21595,18,18
2011-62461,19,18
2012-27107,21,18
2011-97362,21,20
2010-11267,19,9
2013-61042,20,19
2011-62389,20,20
2008-17454,19,12
2009-11782,21,21
2012-38789,18,18
2014-23845,21,21
2014-38310,20,19
2013-45549,20,20
2013-30577,21,21
2014-09652,18,18
2012-57629,21,16
2012-18330,18,18
2012-20165,17,15
2014-42877,20,20
2014-09264,20,20
2011-62123,20,19
2012-37616,17,15
2013-09769,18,18
2013-68083,20,19
2012-02700,18,0
2011-46495,16,0
2014-70033,20,20
2014-37356,18,18
2012-11143,21,16
2010-03948,16,7
2014-09915,20,20
2011-00732,20,18
2014-26786,18,18
2011-46881,20,6
2012-18820,21,19
2012-49528,18,13
2013-09770,20,5
2009-41331,19,10
2013-03076,18,18
2014-98695,18,0
2010-96934,18,18
2009-18006,18,13
2012-48296,18,18
2010-40400,19,7
2009-53595,21,0
2012-52495,18,18
2013-35059,20,20
2013-36218,23,23
2013-21989,21,19
2012-02193,15,6
2014-01914,18,15
2011-11373,19,10
2014-55521,18,18
2014-52939,19,19
2014-70314,20,20
2012-61758,23,21
2012-18922,19,6
2004-41158,24,3
2014-98900,16,13
2009-13650,19,4
2014-14510,18,18
2014-35302,19,19
2014-72206,19,19
2013-49447,19,17
2012-55460,19,18
2014-71755,19,18
2013-37645,20,20
2014-26448,17,17
2011-33094,21,3
2014-63431,17,17
2014-01696,18,18
2012-29860,18,3
2009-31370,19,6
2010-10641,20,20
2001-60108,19,6
2013-50694,20,19
2013-52547,21,21
2013-31050,18,18
2014-36551,19,19
2012-22703,19,3
2011-28442,18,6
2011-08807,20,12
2014-52386,21,21
2011-48345,12,0
2013-03671,18,18
2012-49901,19,9
2014-31686,19,18
2014-12705,21,21
2013-46031,18,0
2012-00580,18,12
2012-38422,21,9
2013-70115,18,18
2011-16909,18,4
2014-20538,19,19
2009-44366,21,0
2012-30395,21,21
2014-72699,18,18
2013-98435,18,0
2013-08115,18,18
2013-98381,18,18
2014-44063,21,19
2010-23685,18,18
2010-06904,19,6
2011-33769,18,16
2014-99185,20,20
2012-15834,21,3
2010-01373,19,0
2011-42587,18,12
2013-00378,20,20
2014-70174,18,18
2009-29860,18,11
2014-42359,19,18
2013-12681,18,15
2014-25116,21,21
2012-01259,20,20
2012-24958,20,13
2014-75283,18,18
2014-71916,19,19
2012-40998,18,12
2011-08996,19,18
2013-02808,18,18
2012-17730,21,20
2008-06833,19,9
2012-06337,18,15
2013-39713,20,20
2014-08292,20,18
2011-36282,20,14
2014-73237,20,19
2010-13560,20,3
2013-68142,20,20
2012-38424,18,12
2012-18215,18,18
2014-55051,17,17
2013-31749,20,20
2014-73238,21,21
2014-56357,18,18
2013-06161,21,21
2010-68674,18,17
2011-15719,18,14
2014-71847,17,17
2013-08601,21,19
2013-56994,19,19
2013-20025,19,19
2011-18378,19,19
2013-48210,18,18
2012-39464,18,18
2010-41982,16,8
2010-39328,21,21
2011-01521,17,15
2014-18069,20,20
2012-29557,21,19
2012-56434,18,3
2011-17442,21,19
2012-68594,19,9
2012-19476,18,17
2009-56556,18,16
2012-04536,19,18
2011-46713,17,16
2014-98901,16,16
2013-68023,17,15
2011-49180,19,6
2014-77390,19,19
2013-41011,21,21
2013-48252,20,20
2012-22140,19,15
2012-18949,18,18
2009-60869,20,18
2012-45590,21,21
2012-57404,17,15
2014-71597,18,17
2012-16662,21,20
2013-07368,17,16
2011-21932,21,19
2014-01903,18,17
2012-33956,15,9
2014-31429,19,17
2008-37350,21,9
2013-57051,18,18
2011-42361,19,9
2011-16462,20,13
2013-71339,19,17
2012-59401,21,21
2013-20396,20,18
2014-64934,17,17
2012-19522,18,18
2008-67975,21,3
2011-62116,20,18
2012-19003,20,20
2007-65795,21,13
2014-01187,20,20
2013-04637,20,18
2013-27071,23,23
2013-61761,18,15
2014-74737,19,16
2013-68243,18,18
2012-19813,19,18
2014-98737,18,18
2013-45376,18,18
2012-66304,20,18
2010-19815,20,18
2012-58554,21,21
2014-66439,18,18
2012-37274,18,9
2013-20170,18,18
2014-29257,18,15
2013-34362,21,21
2013-37642,20,17
2013-46277,20,18
2009-60865,18,9
2009-34869,18,3
2013-06745,20,20
2008-69629,19,0
2013-22046,17,17
2012-00005,20,18
2014-13898,18,15
2014-21770,20,20
2014-72700,19,19
2012-37644,18,18
2011-19525,19,0
2013-28207,18,18
2012-29778,18,13
2013-68493,21,21
2014-05883,19,19
2014-09191,21,21
2014-12154,19,19
2012-16903,20,19
2013-06302,17,15
2011-55642,20,12
2011-26814,20,20
2012-38425,19,18
2014-72486,18,18
2012-18870,18,13
2012-18318,21,7
2012-27803,17,15
2012-13172,19,14
2010-43504,19,10
2010-65984,20,20
2013-23480,18,0
2014-03097,17,17
2013-29965,18,18
2014-08275,18,15
2009-24341,21,17
2013-22969,18,18
2013-11359,20,20
2014-08035,20,20
2014-11837,17,17
2013-98247,15,12
2007-15819,19,10
2014-71952,18,18
2012-18147,19,19
2014-62502,20,20
2012-67439,21,21
2013-23217,20,19
2013-09135,21,21
2013-14639,18,14
2014-50213,19,19
2010-26793,19,19
2012-25845,21,21
2013-70124,17,17
2013-98248,16,3
2012-08102,15,6
2011-45013,18,13
2012-17780,18,18
2014-20709,17,17
2014-00359,18,18
2013-28600,21,19
2014-70980,19,17
2011-22691,19,12
2011-21471,18,9
2011-04766,20,19
2014-16809,19,19
2012-97827,21,20
2013-08962,18,17
2013-62207,20,20
2011-97338,21,15
2014-71324,20,20
2014-08052,18,18
2012-97844,18,7
2013-72459,17,17
2013-08187,21,19
2013-09771,18,15
2013-75907,21,19
2013-09772,20,20
2012-42593,21,21
2011-97536,15,9
2012-42456,21,18
2014-35330,18,18
2012-55716,18,17
2014-05884,20,20
2014-23243,21,21
2011-08225,19,9
2007-31281,21,15
2012-97956,20,20
2013-98384,18,18
2014-63314,18,18
2010-14032,21,13
2009-36845,19,0
2014-35216,17,17
2012-48622,18,12
2014-70466,19,19
2010-97309,18,8
2014-21090,17,17
2010-07194,21,15
2014-62418,21,21
2012-18131,19,18
2013-24391,23,18
2010-38718,19,3
2013-01797,20,20
2013-45551,18,17
2013-67089,21,21
2014-43663,17,17
2014-25031,20,20
2003-31502,17,15
2010-19847,18,9
2014-66990,18,18
2012-70795,18,18
2013-19151,18,0
2005-33075,21,20
2014-00514,18,18
2014-09227,18,16
2014-98779,20,20
2014-48567,19,19
2014-64165,20,20
2013-08081,20,20
2010-43569,21,16
2013-11791,23,21
2012-47761,18,9
2013-09085,18,18
2014-70625,19,19
2013-72040,18,18
2014-98902,16,13
2011-44416,18,7
2013-10931,18,18
2012-62185,19,15
2011-12153,17,6
2013-05448,20,18
2011-09248,21,21
2011-55019,19,15
2011-48447,12,0
2013-29963,18,15
2013-08500,21,19
2012-52482,18,18
2014-54354,20,20
2014-36851,19,19
2014-12334,19,19
2014-09242,17,15
2013-41684,18,18
2012-19116,15,3
2013-26138,18,18
2013-68102,18,18
2012-38427,21,18
2013-39323,20,20
2013-09438,21,19
2013-30965,18,18
2012-31254,20,11
2013-35085,18,12
2010-67224,20,18
2014-30178,17,15
2011-71241,21,20
2012-60324,12,12
2012-14909,18,3
2007-53882,21,13
2012-45814,21,0
2014-53900,20,20
2008-33622,17,3
2012-38491,19,16
2014-56071,17,15
2011-46225,24,22
2012-17167,17,15
2012-17908,21,18
2014-09249,20,20
2013-06542,18,18
2014-57092,20,20
2013-58625,20,20
2013-67990,21,21
2014-77395,20,19
2014-99108,21,0
2010-36556,21,16
2014-33914,18,18
2012-04383,18,12
2013-98249,15,12
2009-18515,18,18
2004-15443,19,18
2014-98733,18,18
2013-47065,17,15
2010-12707,19,4
2010-07410,21,19
2011-04808,21,0
2012-19956,12,11
2013-17875,18,0
2012-17660,21,21
2014-70582,18,15
2014-01388,19,19
2012-09813,18,18
2011-65121,19,15
2012-97957,18,12
2013-67721,23,23
2013-98689,20,20
2012-03008,19,17
2013-56890,21,21
2014-25935,17,17
2013-14157,21,19
2011-97344,18,12
2012-05902,17,17
2014-23246,21,21
2012-16663,21,16
2011-33181,19,17
2012-17320,20,15
2012-36861,19,3
2012-29585,15,6
2011-58269,21,20
2013-06904,21,19
2012-56793,17,17
2014-09243,19,19
2013-20414,21,21
2005-45367,18,12
2014-07137,17,16
2012-51842,18,18
2012-37430,19,17
2013-15076,19,17
2014-23114,19,19
2014-26791,17,17
2014-09229,19,19
2012-14344,19,17
2014-52826,18,18
2014-12965,17,17
2011-97494,21,6
2013-98250,15,10
2012-65733,18,18
2014-70502,18,17
2014-22020,21,21
2011-62617,18,16
2012-47799,19,16
2011-19938,17,15
2012-54229,18,15
2011-22521,21,10
2009-00079,19,0
2014-70850,17,17
2014-20450,18,16
2012-49551,18,18
2010-41893,21,4
2013-72043,23,22
2014-33361,19,19
2014-51766,20,20
2011-00257,21,6
2013-09818,21,21
2014-98741,18,18
2005-95425,18,9
2012-46304,20,19
2012-62183,20,19
2008-38301,21,10
2013-68978,21,21
2014-70833,18,18
2011-62176,20,13
2011-48851,16,0
2013-52971,18,15
2011-62108,18,0
2013-68086,23,23
2010-40081,19,14
2012-18142,12,12
2011-71518,18,18
2014-12384,18,18
2014-78707,19,19
2012-50576,18,10
2012-97958,19,13
2013-45892,18,18
2013-68974,18,18
2012-09221,20,20
2013-19867,23,22
2014-62706,18,15
2011-45810,21,3
2013-11871,21,21
2013-40226,21,21
2014-99182,20,20
2012-09226,18,15
2013-58723,23,23
2011-07868,18,19
2011-33328,18,6
2009-48963,21,9
2013-08735,18,18
2012-38429,19,18
2013-05450,18,18
2012-52966,19,19
2013-50909,18,18
2014-70313,18,18
2014-38336,18,15
2009-17150,20,3
2014-23247,19,18
2014-32989,20,20
2013-74102,21,21
2012-66490,19,18
2014-72392,20,20
2010-52769,18,12
2008-36708,19,0
2013-09094,20,19
2013-98385,18,15
2014-72628,19,19
2012-97828,21,20
2012-29722,18,18
2014-30971,21,21
2014-04934,18,15
2011-04807,20,16
2013-02826,20,18
2009-35570,21,16
2012-65661,19,18
2005-52880,21,10
2014-98903,16,16
2012-16080,23,23
2013-04942,21,21
2012-63697,19,7
2009-19841,21,12
2012-22299,21,19
2014-72673,19,18
2013-17876,18,18
2010-28162,19,7
2013-73252,23,23
2013-98386,18,18
2012-17661,21,19
2013-51022,17,16
2014-22019,19,19
2011-62195,18,18
2012-51138,18,12
2013-07735,21,21
2013-08540,21,21
2012-24266,15,6
2014-72702,19,19
2013-28247,19,19
2012-97829,21,20
2014-72747,19,19
2014-48798,21,21
2013-07664,21,18
2011-62194,19,18
2010-15967,19,14
2013-13901,21,19
2013-56956,17,16
2013-09449,18,15
2013-72051,18,18
2014-55535,18,18
2013-20425,17,17
2013-06905,18,0
2012-18331,19,18
2013-18231,18,0
2014-09518,18,18
2009-18818,21,7
2012-56023,23,23
2012-49776,21,19
2009-55962,19,0
2012-37350,21,13
2011-22599,18,9
2013-52060,21,21
2012-51767,20,17
2012-18363,18,18
2009-56553,20,6
2013-29927,18,18
2012-07138,19,19
2012-97959,21,13
2014-51201,21,19
2011-62072,20,11
2014-75251,18,18
2012-10764,19,18
2013-01034,18,16
2014-23681,19,17
2012-00177,19,16
2009-81811,21,20
2014-09501,18,18
2011-35480,20,19
2013-98624,21,21
2013-21886,18,18
2014-26814,18,18
2013-68087,21,21
2014-70596,19,19
2011-24020,19,16
2013-09013,18,18
2013-04638,18,18
2013-98387,18,18
2011-35756,19,6
2014-71140,20,20
2012-18570,18,15
2014-72319,18,18
2011-21530,20,12
2012-09249,18,18
2006-12175,21,12
2012-52457,12,12
2013-06156,18,18
2011-45278,21,0
2011-26509,19,19
2014-29934,21,21
2012-35414,21,0
2014-71964,19,19
2013-11923,21,21
2013-05468,18,18
2014-98740,18,18
2012-62864,18,18
2008-01652,21,7
2013-30162,18,18
2014-42228,18,18
2014-39825,18,18
2012-49778,17,15
2014-72746,18,18
2012-69906,17,15
2011-26988,19,3
2014-72745,20,20
2014-71266,17,17
2014-70508,18,18
2011-97361,21,21
2007-65577,21,6
2011-26567,19,10
2014-65821,21,21
2014-63433,19,18
2013-24844,20,20
2013-20272,18,18
2014-52317,19,17
2012-10952,19,19
2014-25035,19,19
2013-56510,18,18
2012-10143,19,19
2014-30146,18,18
2014-27638,18,18
2014-32207,20,20
2013-45594,18,18
2012-21300,19,12
2013-35972,21,18
2012-36074,12,10
2007-13916,18,17
2014-09247,20,20
2013-08743,21,21
2014-43642,21,20
2014-40043,18,18
2013-15080,21,21
2012-21527,18,15
2013-30586,18,18
2012-20643,18,13
2011-49953,20,16
2012-22652,17,16
2011-24414,17,15
2010-60084,21,20
2011-62861,20,13
2014-29316,18,18
2012-39806,18,9
2012-59174,18,15
2012-68798,19,17
2011-05922,19,6
2012-47344,21,21
2013-32021,18,18
2012-43869,19,18
2014-29935,19,19
2013-40526,20,20
